商品,價格1,價格2,網址,圖片
新制對應 絕對合格日檢單字N2/JLPT日文檢定書,175,175,https://shopee.tw//新制對應-絕對合格日檢單字N2-JLPT日文檢定書-i.7593119.4017076459,https://cf.shopee.tw/file/f7e79afd2e0bb719fa413e496822e24a_tn
《山田社》精修重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全[79折],506,506,https://shopee.tw//《山田社》精修重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全-79折--i.42458033.5247807803,https://cf.shopee.tw/file/c2507322b39d2d69a71ace862664b129_tn
《寂天文化》用聽的背日檢Ｎ2單字3700[9折],315,315,https://shopee.tw//《寂天文化》用聽的背日檢Ｎ2單字3700-9折--i.42458033.5018630992,https://cf.shopee.tw/file/c346e5a17fc1ca1f66902e07a19ec865_tn
(布可屋)合格快手！新日檢必考單字速成N1 N2 N3 N4 N5(附MP3),297,297,https://shopee.tw//(布可屋)合格快手！新日檢必考單字速成N1-N2-N3-N4-N5(附MP3)-i.68770059.3842361418,https://cf.shopee.tw/file/22c27f978b03832e207672297d43db06_tn
《山田社》精修版新制日檢！絕對合格N1、N2必背單字大全[79折],332,332,https://shopee.tw//《山田社》精修版新制日檢！絕對合格N1、N2必背單字大全-79折--i.42458033.4948489615,https://cf.shopee.tw/file/d9c5f5cfe522e0bfd8950d6d67642fc5_tn
袖珍本精修版新制對應絕對合格！日檢必背單字N2（50K＋DVD）[88折]11100801414,263,263,https://shopee.tw//袖珍本精修版新制對應絕對合格！日檢必背單字N2（50K＋DVD）-88折-11100801414-i.159834670.5313138455,https://cf.shopee.tw/file/f9d4b86acd57545b8afddfc922c93614_tn
"<書本熊>[我識]新日檢JLPT N2關鍵單字2,500：9789869737104",299,299,https://shopee.tw//-書本熊-我識-新日檢JLPT-N2關鍵單字2-500：9789869737104-i.25236816.4732023204,https://cf.shopee.tw/file/62d8fdbf0c96b4a4119fce0ab6ec64a4_tn
日檢N2單字+文法 一本搞定,130,130,https://shopee.tw//日檢N2單字-文法-一本搞定-i.1455036.3337506314,https://cf.shopee.tw/file/461eb48638bd5ac7428c2ab1800ec38e_tn
絕對合格！新制日檢必勝N2情境分類單字(25K+MP3)[88折]11100884070,325,325,https://shopee.tw//絕對合格！新制日檢必勝N2情境分類單字(25K-MP3)-88折-11100884070-i.159834670.4913753476,https://cf.shopee.tw/file/91b698a9a9845bcf9f54356b456e5b38_tn
新日檢考試有祕密：全方位N2單字+全真模擬試題[二手書_良好]0299,234,234,https://shopee.tw//新日檢考試有祕密：全方位N2單字-全真模擬試題-二手書_良好-0299-i.159834670.4952770978,https://cf.shopee.tw/file/475511ec23ef20f13c6bca468bbba880_tn
9789866692215【大師圖書山田社-】袖珍本精修重音版新制對應絕對合格！日檢必背單字N2（50K＋DVD）,253,253,https://shopee.tw//9789866692215【大師圖書山田社-】袖珍本精修重音版新制對應絕對合格！日檢必背單字N2（50K＋DVD）-i.59926168.4720719371,https://cf.shopee.tw/file/9e2b327fcffa211e7fbf1da8c5c3d72f_tn
袖珍本 精修版 新制對應 絕對合格！日檢必背單字N2（50K＋DVD） [二手書_良好] 5581,190,190,https://shopee.tw//袖珍本-精修版-新制對應-絕對合格！日檢必背單字N2（50K＋DVD）-二手書_良好-5581-i.159834670.4853553840,https://cf.shopee.tw/file/a9ed9c2a148e6a54ef2c6a3206b25e73_tn
新制對應 絕對合格！日檢單字 N2 山田社 （絕版書）,200,200,https://shopee.tw//新制對應-絕對合格！日檢單字-N2-山田社-（絕版書）-i.6948921.3160149070,https://cf.shopee.tw/file/274c8cda830e97d37138790cac6474ae_tn
<書本熊二館>[山田社]新制日檢 絕對合格 N2單字文法閱讀聽力全真模考三回（附MP3）：9789862465202,315,315,https://shopee.tw//-書本熊二館-山田社-新制日檢-絕對合格-N2單字文法閱讀聽力全真模考三回（附MP3）：9789862465202-i.155768384.3510644292,https://cf.shopee.tw/file/55eb7b29d25da5dbeece0db453e35780_tn
新制對應絕對合格！日檢必背單字N2（25K＋2MP3）（精修版）[88折]11100784664,308,308,https://shopee.tw//新制對應絕對合格！日檢必背單字N2（25K＋2MP3）（精修版）-88折-11100784664-i.159834670.4816572848,https://cf.shopee.tw/file/b59799c8c0349b64d2ad4d7b64f68b89_tn
袖珍本精修重音版新制對應絕對合格！日檢必背單字N2（50K＋DVD）[79折]11100901388,253,253,https://shopee.tw//袖珍本精修重音版新制對應絕對合格！日檢必背單字N2（50K＋DVD）-79折-11100901388-i.159834670.5122481553,https://cf.shopee.tw/file/1d37b1ab252a9222046d24057311ddbd_tn
<書本熊>[布可屋]合格快手！新日檢必考單字速成N1 N2 N3 N4 N5（附MP3）：9789579579995,275,275,https://shopee.tw//-書本熊-布可屋-合格快手！新日檢必考單字速成N1-N2-N3-N4-N5（附MP3）：9789579579995-i.25236816.3740675961,https://cf.shopee.tw/file/a32832f68845b4dc9cd5fe4898a055e8_tn
"《新日檢JLPT N1+N2+N3 關鍵單字2,500》",853,853,https://shopee.tw//《新日檢JLPT-N1-N2-N3-關鍵單字2-500》-i.1444056.2855391912,https://cf.shopee.tw/file/39945e961e11a128dcbb89b77230b13f_tn
"(山田社)新制日檢!絕對合格N1,N2單字全真模考三回+詳解（25K）",265,265,https://shopee.tw//(山田社)新制日檢!絕對合格N1-N2單字全真模考三回-詳解（25K）-i.163145167.3735768579,https://cf.shopee.tw/file/8a4c30a3cf254da5c40cbec9998fc352_tn
"日檢N2套書：精修版 新制對應 絕對合格！日檢必背 [單字,文法,閱讀,聽力] N2熱銷套書（25K＋MP3）","1,013","1,013",https://shopee.tw//日檢N2套書：精修版-新制對應-絕對合格！日檢必背-單字-文法-閱讀-聽力-N2熱銷套書（25K＋MP3）-i.133999892.2683079411,https://cf.shopee.tw/file/8b992cd336a1794f2fa715ad3952c056_tn
日檢單字+文法一本搞定N2,220,220,https://shopee.tw//日檢單字-文法一本搞定N2-i.43157388.2894821844,https://cf.shopee.tw/file/d50d8b91de366928c94bfed9fef37ac3_tn
"新制日檢!絕對合格N1,N2單字全真模考三回+詳解 + 新制日檢!絕對合格N3,N4,N5單字全真模考三回+詳解",244,467,https://shopee.tw//新制日檢!絕對合格N1-N2單字全真模考三回-詳解-新制日檢!絕對合格N3-N4-N5單字全真模考三回-詳解-i.163113630.3501425212,https://cf.shopee.tw/file/f7e1dbfb3e3a6845c0090b631cf346ee_tn
"精修重音版 新制日檢！絕對合格N1,N2,N3,N4,N5必背單字大全（25K+MP3）",448,448,https://shopee.tw//精修重音版-新制日檢！絕對合格N1-N2-N3-N4-N5必背單字大全（25K-MP3）-i.133999892.2682771904,https://cf.shopee.tw/file/8870ab44c42c3d00f040ddb13a52d58b_tn
<書本熊二館>[布可屋]合格快手新日檢必考單字速成N1 N2 N3 N4 N5（附MP3）：9789579579995,350,350,https://shopee.tw//-書本熊二館-布可屋-合格快手新日檢必考單字速成N1-N2-N3-N4-N5（附MP3）：9789579579995-i.155768384.3441137586,https://cf.shopee.tw/file/a8e673f9dd679cec7ed3f651f8c7d731_tn
